ID,Cena,Powierzchnia,Cena za metr,Pokoje,Ulica,Dzielnica,Obszar administracyjny,Miasto,Województwo,Piętro,Winda,Czynsz,Tytuł,Link
67083723,229 000 zł,29.4m²,7 789 zł/m²,1,ul. Głogowska, Łazarz, Grunwald, Poznań, wielkopolskie,4 piętro,nie,0,Mieszkanie poddaszowe centrum Łazarz,https://www.otodom.pl/pl/oferta/mieszkanie-poddaszowe-centrum-lazarz-ID4xtxx
67082324,299 999 zł,27.29m²,10 993 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,0,Okazja! - Najtańsza kawalerka w mieście !,https://www.otodom.pl/pl/oferta/okazja-najtansza-kawalerka-w-miescie-ID4xtaY
67082284,278 200 zł,18.67m²,14 901 zł/m²,1,,Stare Miasto, Stare Miasto, Poznań, wielkopolskie,parter,tak,200 zł,Ścisłe centrum ! Okazja inwestycyjna !,https://www.otodom.pl/pl/oferta/scisle-centrum-okazja-inwestycyjna-ID4xtak
66754540,350 000 zł,27m²,12 963 zł/m²,1,ul. Żurawia, Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,459 zł,"Kawalerka w sercu Poznania - ul. Żurawia 19/21, Poznań",https://www.otodom.pl/pl/oferta/kawalerka-w-sercu-poznania-ul-zurawia-19-21-poznan-ID4v5U8
66261100,329 900 zł,53.5m²,6 166 zł/m²,2,ul. Biskupińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie,parter,nie,230 zł,Na sprzedaż mieszkanie na Ul. Biskupińskiej,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-na-ul-biskupinskiej-ID4u1xq
67076109,299 000 zł,26.24m²,11 395 zł/m²,1,ul. Osinowa, Dębiec, Wilda, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"Dębiec, ul. Osinowa, kawalerka do wejścia! CEGŁA!1960'",https://www.otodom.pl/pl/oferta/debiec-ul-osinowa-kawalerka-do-wejscia-cegla-1960-ID4xryJ
66959026,348 900 zł,29.48m²,11 835 zł/m²,2,pl. Bernardyński, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,tak,270 zł,REZERWACJA Mieszkanie inwestycyjne w centrum,https://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-inwestycyjne-w-centrum-ID4vX6i
67075654,339 000 zł,40.1m²,8 454 zł/m²,2,ul. Józefa Łukaszewicza, Łazarz, Grunwald, Poznań, wielkopolskie,2 piętro,nie,350 zł,"2-pokojowe, do aranżacji, ul. Łukaszewicza",https://www.otodom.pl/pl/oferta/2-pokojowe-do-aranzacji-ul-lukaszewicza-ID4xrro
67071570,315 000 zł,20m²,15 750 zł/m²,1,,Wilda, Wilda, Poznań, wielkopolskie,2 piętro,nie,brak informacji,"Kawalerka inwestycyjna wynajęta ROI 7,6% Wilda",https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-wynajeta-roi-7-6-wilda-ID4xqnv
67069483,280 000 zł,33.8m²,8 284 zł/m²,2,ul. Rolna, Wilda, Wilda, Poznań, wielkopolskie,1 piętro,nie,228 zł,Lokal na sprzedaż w przyziemiu kamienicy,https://www.otodom.pl/pl/oferta/lokal-na-sprzedaz-w-przyziemiu-kamienicy-ID4xpPR
67069432,349 000 zł,26.02m²,13 413 zł/m²,1,ul. Ziarnista, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,Najtańsza KAWALERKA - Tramwaj 3 minuty - Winogrady - OKAZJA,https://www.otodom.pl/pl/oferta/najtansza-kawalerka-tramwaj-3-minuty-winogrady-okazja-ID4xpP2
66677846,313 000 zł,25.5m²,12 275 zł/m²,1,os. Wichrowe Wzgórze, Winogrady, Stare Miasto, Poznań, wielkopolskie,10+ piętro,nie,570 zł,Wolna od zaraz |Kawalerka | Z wydzieloną kuchnią,https://www.otodom.pl/pl/oferta/wolna-od-zaraz-kawalerka-z-wydzielona-kuchnia-ID4wLX8
67061646,341 310 zł,36.7m²,9 300 zł/m²,2,ul. Kolejowa, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,brak informacji,Mieszkanie do remontu w kamienicy,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-kamienicy-ID4xnNs
67060628,260 000 zł,25.54m²,10 180 zł/m²,2,ul. Kolejowa, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,brak informacji,Mieszkanie do remontu w kamienicy,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-kamienicy-ID4xnx2
66740657,290 000 zł,26.13m²,11 098 zł/m²,1,ul. Kolejowa, Wilda, Wilda, Poznań, wielkopolskie,1 piętro,nie,brak informacji,Kamienica na Łazarzu – mieszkanie 26 m² w super lokalizacji,https://www.otodom.pl/pl/oferta/kamienica-na-lazarzu-mieszkanie-26-m-w-super-lokalizacji-ID4v2id
67057374,343 500 zł,26.61m²,12 909 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,tak,0,"Świetna lokalizacja, południowy balkon !",https://www.otodom.pl/pl/oferta/swietna-lokalizacja-poludniowy-balkon-ID4xmGy
67056141,319 000 zł,24.15m²,13 209 zł/m²,1,ul. Antoniego Kosińskiego, Wilda, Wilda, Poznań, wielkopolskie,parter,nie,300 zł,Przytulna kawalerka Wilda,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-wilda-ID4xmmF
67030889,320 000 zł,27m²,11 852 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,500 zł,Duża kawalerka z niezależną kuchnią+ piwnica- 2 piętro niski bloku,https://www.otodom.pl/pl/oferta/duza-kawalerka-z-niezalezna-kuchnia-piwnica-2-pietro-niski-bloku-ID4xfNn
67050442,345 000 zł,29.48m²,11 703 zł/m²,2,ul. Turkusowa, Winiary, Jeżyce, Poznań, wielkopolskie,4 piętro,tak,700 zł,Przytulne 2 pokoje w zielonej okolicy - Sołacz!,https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-w-zielonej-okolicy-solacz-ID4xkSK
66715149,330 000 zł,27m²,12 222 zł/m²,1,al. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,tak,326 zł,Funkcjonalna kawalerka na Winogradach,https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-na-winogradach-ID4wWEN
67048401,269 000 zł,59.82m²,4 497 zł/m²,2,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,nie,0 zł,Dwupokojowe do remontu. Niedaleko Ronda Śródka.,https://www.otodom.pl/pl/oferta/dwupokojowe-do-remontu-niedaleko-ronda-srodka-ID4xklP
67048399,200 000 zł,27.76m²,7 205 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0 zł,Kawalerka w okolicy Ronda Śródka - ul. Krótka 2.,https://www.otodom.pl/pl/oferta/kawalerka-w-okolicy-ronda-srodka-ul-krotka-2-ID4xklN
67048395,200 000 zł,25m²,8 000 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0 zł,"Kawalerka do remontu z poddaszem, Rondo Śródka",https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-z-poddaszem-rondo-srodka-ID4xklJ
67047841,199 000 zł,43.1m²,4 617 zł/m²,2,ul. Maksymiliana Jackowskiego, Jeżyce, Jeżyce, Poznań, wielkopolskie,,nie,brak informacji,Strych na Jackowskiego,https://www.otodom.pl/pl/oferta/strych-na-jackowskiego-ID4xkcN
67043287,341 000 zł,24.4m²,13 975 zł/m²,1,,Rataje, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,"Powstań Narodowych, kawalerka przy Parku Rataje",https://www.otodom.pl/pl/oferta/powstan-narodowych-kawalerka-przy-parku-rataje-ID4xj1l
67043143,249 000 zł,20m²,12 450 zł/m²,1,,Centrum, Stare Miasto, Poznań, wielkopolskie,3 piętro,nie,400 zł,Idealny lokal pod wynajem ---> PO REMONCIE,https://www.otodom.pl/pl/oferta/idealny-lokal-pod-wynajem-po-remoncie-ID4xiZ1
66894193,349 000 zł,29.33m²,11 899 zł/m²,1,ul. Główna, Główna, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,250 zł,Kawalerka świeżo po remoncie! Balkon! Bez prowizji,https://www.otodom.pl/pl/oferta/kawalerka-swiezo-po-remoncie-balkon-bez-prowizji-ID4vGeB
67041889,339 000 zł,20m²,16 950 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,1 piętro,tak,brak informacji,Nowoczesne studio - gotowiec inwestycyjny!,https://www.otodom.pl/pl/oferta/nowoczesne-studio-gotowiec-inwestycyjny-ID4xiEN
67041811,340 000 zł,32.5m²,10 462 zł/m²,2,ul. Marcelego Mottego, Łazarz, Grunwald, Poznań, wielkopolskie,1 piętro,nie,brak informacji,Zamieszkaj w klimatycznej  kamienicy blisko Centrum Poznania,https://www.otodom.pl/pl/oferta/zamieszkaj-w-klimatycznej-kamienicy-blisko-centrum-poznania-ID4xiDx
66674542,340 000 zł,32.4m²,10 494 zł/m²,1,ul. Galla Anonima, Jeżyce, Jeżyce, Poznań, wielkopolskie,4 piętro,nie,730 zł,Rezerwacja Jeżyce 1-2 poko ul. Galla cegła,https://www.otodom.pl/pl/oferta/rezerwacja-jezyce-1-2-poko-ul-galla-cegla-ID4wL5Q
66850221,280 000 zł,21m²,13 333 zł/m²,1,Plac Waryńskiego, Ogrody, Jeżyce, Poznań, wielkopolskie,4 piętro,nie,brak informacji,Atrakcyjnie zlokalizowana kawalerka na Ogrodach,https://www.otodom.pl/pl/oferta/atrakcyjnie-zlokalizowana-kawalerka-na-ogrodach-ID4vuNn
67037437,335 000 zł,31.11m²,10 768 zł/m²,1,,Wilda, Wilda, Poznań, wielkopolskie,1 piętro,nie,487 zł,"Poznań Wilda, Kawalerka z osobną kuchnią, 31m2",https://www.otodom.pl/pl/oferta/poznan-wilda-kawalerka-z-osobna-kuchnia-31m2-ID4xhuZ
66968389,348 900 zł,29.33m²,11 896 zł/m²,1,ul. Główna, Główna, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,brak informacji,Kompaktowe 29 m² z balkonem – Poznań Główna,https://www.otodom.pl/pl/oferta/kompaktowe-29-m-z-balkonem-poznan-glowna-ID4vZxj
65812796,330 627 zł,34.95m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,4 piętro,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.4.053,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-4-053-ID4s8UI
66947039,325 000 zł,26.5m²,12 264 zł/m²,1,ul. Marcelińska, Raszyn, Grunwald, Poznań, wielkopolskie,4 piętro,nie,330 zł,Kawalerka | Marcelińska | Piwnica,https://www.otodom.pl/pl/oferta/kawalerka-marcelinska-piwnica-ID4vTYX
67020766,295 000 zł,34.5m²,8 551 zł/m²,1,,Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"Kawalerka z antresolą w centrum Jeżyc,",https://www.otodom.pl/pl/oferta/kawalerka-z-antresola-w-centrum-jezyc-ID4xda6
67011149,320 000 zł,32.07m²,9 978 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,Mieszkanie z MEGA WIDOKIEM na miasto,https://www.otodom.pl/pl/oferta/mieszkanie-z-mega-widokiem-na-miasto-ID4xaEZ
67022099,282 000 zł,24m²,11 750 zł/m²,1,ul. Klaudyny Potockiej, Łazarz, Grunwald, Poznań, wielkopolskie,4 piętro,nie,330 zł,Kawalerka na Łazarzu do wynajęcia od zaraz!,https://www.otodom.pl/pl/oferta/kawalerka-na-lazarzu-do-wynajecia-od-zaraz-ID4xdwB
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67019405,265 000 zł,20.04m²,13 224 zł/m²,1,os. Rusa, Chartowo, Nowe Miasto, Poznań, wielkopolskie,10 piętro,nie,0,Dobra Lokalizacja | Idealne na start,https://www.otodom.pl/pl/oferta/dobra-lokalizacja-idealne-na-start-ID4xcO9
66866506,320 000 zł,35.9m²,8 914 zł/m²,2,ul. Strzelecka, Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,400 zł,"Centrum | dla fanów skosów, belek i kamienic!",https://www.otodom.pl/pl/oferta/centrum-dla-fanow-skosow-belek-i-kamienic-ID4vz22
66846149,289 000 zł,28.88m²,10 007 zł/m²,1,ul. Helska, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,250 zł,Kawalerka w wyremontowanej kamienicy! ul. Helska,https://www.otodom.pl/pl/oferta/kawalerka-w-wyremontowanej-kamienicy-ul-helska-ID4vtJH
67015228,246 000 zł,26m²,9 462 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,450 zł,Doskonała Inwestycja na Wildzie! | Rewitalizacja,https://www.otodom.pl/pl/oferta/doskonala-inwestycja-na-wildzie-rewitalizacja-ID4xbIM
66179697,339 000 zł,26.4m²,12 841 zł/m²,1,ul. Swoboda, os. ks. Jerzego Popiełuszki, Grunwald, Poznań, wielkopolskie,1 piętro,nie,417 zł,Grunwald Północ | Idealna lokalizacja dla studenta,https://www.otodom.pl/pl/oferta/grunwald-polnoc-idealna-lokalizacja-dla-studenta-ID4tGmt
67010945,335 000 zł,47m²,7 128 zł/m²,2,,Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"Centrum, Długa, 2 pokoje, 47m",https://www.otodom.pl/pl/oferta/centrum-dluga-2-pokoje-47m-ID4xaBH
67006309,349 000 zł,35.35m²,9 873 zł/m²,1,os. Dębina, os. Dębina, Wilda, Poznań, wielkopolskie,parter,nie,500 zł,"Sprzedam mieszkanie 1-pokojowe – 35,35 m² . Os. Dębina | Bezpośrednio.",https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-1-pokojowe-35-35-m-os-debina-bezposrednio-ID4x9oW
66961539,239 000 zł,54.5m²,4 385 zł/m²,2,Fabryczna, Żerniki, Kórnik, poznański, wielkopolskie,parter,nie,0 zł,Bezczynszowe mieszkanie z potencjałem w Żernikach,https://www.otodom.pl/pl/oferta/bezczynszowe-mieszkanie-z-potencjalem-w-zernikach-ID4vXKP
67005183,290 000 zł,26.13m²,11 098 zł/m²,2,ul. Kolejowa, Łazarz, Grunwald, Poznań, wielkopolskie,1 piętro,nie,350 zł,Do remontu 26 m2 • Nowe instalacje i okna Okazja,https://www.otodom.pl/pl/oferta/do-remontu-26-m2-nowe-instalacje-i-okna-okazja-ID4x96L
66956526,209 000 zł,20m²,10 450 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,tak,1 zł,Nowy lokal Nadolnik Compact Apartments,https://www.otodom.pl/pl/oferta/nowy-lokal-nadolnik-compact-apartments-ID4vVrY
66744885,355 000 zł,33.5m²,10 597 zł/m²,1,ul. Raszyńska, Raszyn, Grunwald, Poznań, wielkopolskie,2 piętro,nie,brak informacji,Duża kawalerka na Grunwaldzie,https://www.otodom.pl/pl/oferta/duza-kawalerka-na-grunwaldzie-ID4v3op
66984628,280 000 zł,30.16m²,9 284 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,375 zł,Mieszkanie w kamienicy pod inwestycje!,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-pod-inwestycje-ID4x3Le
66827534,299 999 zł,32.11m²,9 343 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,350 zł,Topowa lokalizacja | Atrakcyjna cena | Rewitalizowana kamienica,https://www.otodom.pl/pl/oferta/topowa-lokalizacja-atrakcyjna-cena-rewitalizowana-kamienica-ID4voTs
66973356,299 000 zł,28m²,10 679 zł/m²,1,ul. Długa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,230 zł,Kawalerka w centrum miasta,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-ID4x0Pq
66959767,320 000 zł,32m²,10 000 zł/m²,1,os. Bolesława Chrobrego, Piątkowo, Stare Miasto, Poznań, wielkopolskie,parter,tak,500 zł,Sprzedam kawalerkę os. Chrobrego,https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-os-chrobrego-ID4vXif
66951305,345 000 zł,47m²,7 340 zł/m²,2,ul. św. Antoniego, Starołęka Mała, Nowe Miasto, Poznań, wielkopolskie,parter,nie,10 zł,Mieszkanie/ 47m2/ 2 pokoje / św. Antoniego/ Poznań/ Starołęka/,https://www.otodom.pl/pl/oferta/mieszkanie-47m2-2-pokoje-sw-antoniego-poznan-staroleka-ID4vW5L
66744508,348 000 zł,33.5m²,10 388 zł/m²,2,ul. Chlebowa, Zawady, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,498 zł,Gotowe do wprowadzenia się!,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-sie-ID4v3ik
66938822,348 999 zł,29m²,12 034 zł/m²,2,ul. Główna, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,Przestronna kawalerka z balkonem – Poznań blisko Centrum,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-balkonem-poznan-blisko-centrum-ID4vRQq
60187642,274 023 zł,25.14m²,10 900 zł/m²,1,,Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,0 zł,Mała kawalerka z balkonem,https://www.otodom.pl/pl/oferta/mala-kawalerka-z-balkonem-ID44xyq
66933898,149 000 zł,32.38m²,4 602 zł/m²,1,,Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,tak,1 000 zł,Kawalerka na 4 piętrze z windą ul. Piaskowa TBS,https://www.otodom.pl/pl/oferta/kawalerka-na-4-pietrze-z-winda-ul-piaskowa-tbs-ID4vQz0
66890368,279 000 zł,22m²,12 682 zł/m²,1,,Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,400 zł,"Rezerwacja Kawalerka , ul.Łukaszewicza 35",https://www.otodom.pl/pl/oferta/rezerwacja-kawalerka-ul-lukaszewicza-35-ID4vFeU
66713207,304 800 zł,28.3m²,10 770 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4wW9t
66864890,249 000 zł,30.42m²,8 185 zł/m²,2,ul. Strzelecka, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,481 zł,Mieszkanie z rzetelną lokatorką w super lokalizacji,https://www.otodom.pl/pl/oferta/mieszkanie-z-rzetelna-lokatorka-w-super-lokalizacji-ID4vyBY
66911714,210 000 zł,27.76m²,7 565 zł/m²,1,,Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,250 zł,inwestycyjna kawalerka do remontu | 28m² | ul.Krótka 2 | blisko Śródki,https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-do-remontu-28m-ul-krotka-2-blisko-srodki-ID4vKNc
66898804,329 000 zł,26.5m²,12 415 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,Kawalerka na Winogradach na start lub inwestycyjna,https://www.otodom.pl/pl/oferta/kawalerka-na-winogradach-na-start-lub-inwestycyjna-ID4vHqY
66864905,330 000 zł,30.1m²,10 963 zł/m²,1,os. Rusa, Chartowo, Nowe Miasto, Poznań, wielkopolskie,9 piętro,nie,brak informacji,Duża jasna kawalerka Rataje Rusa do remontu,https://www.otodom.pl/pl/oferta/duza-jasna-kawalerka-rataje-rusa-do-remontu-ID4vyCd
66857336,327 690 zł,36.41m²,9 000 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,450 zł,Mieszkanie inwestycyjne na Wildzie | Kamienica,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-na-wildzie-kamienica-ID4vvE8
65917714,239 000 zł,17.9m²,13 352 zł/m²,1,ul. Gruszkowa, Dębiec, Wilda, Poznań, wielkopolskie,2 piętro,nie,100 zł,Kawalerka ul. Gruszkowa w Poznaniu,https://www.otodom.pl/pl/oferta/kawalerka-ul-gruszkowa-w-poznaniu-ID4sAcV
66813476,335 000 zł,27m²,12 407 zł/m²,1,os. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,430 zł,"kawalerka Winogrady, os Pod Lipami gotowa",https://www.otodom.pl/pl/oferta/kawalerka-winogrady-os-pod-lipami-gotowa-ID4vleI
